year,colour,rgb,is_trans,total
1950,White,#FFFFFF,FALSE,23
1950,Red,#C91A09,FALSE,12
1950,Yellow,#F2CD37,FALSE,12
1950,Blue,#0055BF,FALSE,6
1950,Green,#237841,FALSE,6
1950,Bright Green,#4B9F4A,FALSE,4
1950,Light Green,#C2DAB8,FALSE,2
1950,Medium Blue,#5A93DB,FALSE,2
1950,Medium Orange,#FFA70B,FALSE,2
1950,Trans-Clear,#FCFCFC,TRUE,2
1953,White,#FFFFFF,FALSE,23
1953,Red,#C91A09,FALSE,16
1953,Green,#237841,FALSE,13
1953,Yellow,#F2CD37,FALSE,13
1953,Blue,#0055BF,FALSE,1
1954,Red,#C91A09,FALSE,69
1954,White,#FFFFFF,FALSE,68
1954,Yellow,#F2CD37,FALSE,16
1954,Blue,#0055BF,FALSE,13
1954,Green,#237841,FALSE,4
1954,Trans-Clear,#FCFCFC,TRUE,2
1954,Light Gray,#9BA19D,FALSE,1
1955,White,#FFFFFF,FALSE,368
1955,Red,#C91A09,FALSE,250
1955,Blue,#0055BF,FALSE,185
1955,Yellow,#F2CD37,FALSE,185
1955,Trans-Clear,#FCFCFC,TRUE,43
1955,Green,#237841,FALSE,6
1955,[No Color],#05131D,FALSE,1
1956,White,#FFFFFF,FALSE,143
1956,Red,#C91A09,FALSE,63
1956,Trans-Clear,#FCFCFC,TRUE,9
1956,Royal Blue,#4C61DB,FALSE,6
1956,[No Color],#05131D,FALSE,1
1957,White,#FFFFFF,FALSE,474
1957,Red,#C91A09,FALSE,246
1957,Blue,#0055BF,FALSE,64
1957,Trans-Clear,#FCFCFC,TRUE,55
1957,Black,#05131D,FALSE,24
1957,Yellow,#F2CD37,FALSE,20
1957,Green,#237841,FALSE,4
1957,Royal Blue,#4C61DB,FALSE,3
1957,Light Gray,#9BA19D,FALSE,2
1957,Metallic Silver,#A5A9B4,FALSE,2
1957,[No Color],#05131D,FALSE,1
1958,White,#FFFFFF,FALSE,711
1958,Red,#C91A09,FALSE,299
1958,Blue,#0055BF,FALSE,250
1958,Trans-Clear,#FCFCFC,TRUE,208
1958,Black,#05131D,FALSE,201
1958,Yellow,#F2CD37,FALSE,179
1958,Metallic Silver,#A5A9B4,FALSE,10
1958,Green,#237841,FALSE,8
1958,Royal Blue,#4C61DB,FALSE,6
1959,Red,#C91A09,FALSE,27
1959,Blue,#0055BF,FALSE,23
1959,Yellow,#F2CD37,FALSE,6
1959,Light Gray,#9BA19D,FALSE,4
1959,Trans-Clear,#FCFCFC,TRUE,2
1959,White,#FFFFFF,FALSE,2
1959,Royal Blue,#4C61DB,FALSE,1
1960,White,#FFFFFF,FALSE,237
1960,Red,#C91A09,FALSE,160
1960,Blue,#0055BF,FALSE,50
1960,Yellow,#F2CD37,FALSE,30
1960,Trans-Clear,#FCFCFC,TRUE,26
1960,Black,#05131D,FALSE,20
1960,Green,#237841,FALSE,2
1960,[No Color],#05131D,FALSE,1
1961,White,#FFFFFF,FALSE,622
1961,Red,#C91A09,FALSE,303
1961,Trans-Clear,#FCFCFC,TRUE,140
1961,Blue,#0055BF,FALSE,103
1961,Yellow,#F2CD37,FALSE,28
1961,Green,#237841,FALSE,10
1961,Royal Blue,#4C61DB,FALSE,5
1961,[No Color],#05131D,FALSE,1
1961,Black,#05131D,FALSE,1
1961,Light Gray,#9BA19D,FALSE,1
1961,Metallic Silver,#A5A9B4,FALSE,1
1962,White,#FFFFFF,FALSE,757
1962,Trans-Clear,#FCFCFC,TRUE,463
1962,Red,#C91A09,FALSE,448
1962,Blue,#0055BF,FALSE,376
1962,Black,#05131D,FALSE,349
1962,Yellow,#F2CD37,FALSE,349
1962,Light Gray,#9BA19D,FALSE,337
1962,Green,#237841,FALSE,184
1962,Royal Blue,#4C61DB,FALSE,6
1962,Metallic Silver,#A5A9B4,FALSE,1
1963,Red,#C91A09,FALSE,197
1963,White,#FFFFFF,FALSE,139
1963,Light Gray,#9BA19D,FALSE,74
1963,Blue,#0055BF,FALSE,68
1963,Trans-Clear,#FCFCFC,TRUE,61
1963,Black,#05131D,FALSE,58
1963,Milky White,#FFFFFF,FALSE,3
1964,Red,#C91A09,FALSE,298
1964,Blue,#0055BF,FALSE,225
1964,White,#FFFFFF,FALSE,122
1964,Light Gray,#9BA19D,FALSE,99
1964,Black,#05131D,FALSE,82
1964,Trans-Clear,#FCFCFC,TRUE,47
1964,Yellow,#F2CD37,FALSE,24
1964,Green,#237841,FALSE,8
1964,Milky White,#FFFFFF,FALSE,4
1965,White,#FFFFFF,FALSE,255
1965,Red,#C91A09,FALSE,247
1965,Black,#05131D,FALSE,168
1965,Blue,#0055BF,FALSE,138
1965,Yellow,#F2CD37,FALSE,107
1965,Trans-Clear,#FCFCFC,TRUE,86
1965,Light Gray,#9BA19D,FALSE,68
1965,[No Color],#05131D,FALSE,1
1965,Milky White,#FFFFFF,FALSE,1
1966,White,#FFFFFF,FALSE,966
1966,Blue,#0055BF,FALSE,862
1966,Red,#C91A09,FALSE,860
1966,Yellow,#F2CD37,FALSE,282
1966,Trans-Clear,#FCFCFC,TRUE,264
1966,Black,#05131D,FALSE,225
1966,Light Gray,#9BA19D,FALSE,224
1966,Green,#237841,FALSE,16
1966,Milky White,#FFFFFF,FALSE,2
1966,Royal Blue,#4C61DB,FALSE,1
1967,Red,#C91A09,FALSE,548
1967,Blue,#0055BF,FALSE,437
1967,Black,#05131D,FALSE,310
1967,White,#FFFFFF,FALSE,282
1967,Yellow,#F2CD37,FALSE,203
1967,Light Gray,#9BA19D,FALSE,200
1967,Trans-Clear,#FCFCFC,TRUE,80
1967,Green,#237841,FALSE,10
1967,[No Color],#05131D,FALSE,1
1968,Red,#C91A09,FALSE,1062
1968,White,#FFFFFF,FALSE,728
1968,Black,#05131D,FALSE,448
1968,Yellow,#F2CD37,FALSE,369
1968,Blue,#0055BF,FALSE,285
1968,Light Gray,#9BA19D,FALSE,147
1968,Trans-Clear,#FCFCFC,TRUE,131
1968,Green,#237841,FALSE,8
1968,Milky White,#FFFFFF,FALSE,1
1969,Red,#C91A09,FALSE,1273
1969,White,#FFFFFF,FALSE,840
1969,Black,#05131D,FALSE,805
1969,Blue,#0055BF,FALSE,647
1969,Yellow,#F2CD37,FALSE,354
1969,Light Gray,#9BA19D,FALSE,255
1969,Trans-Clear,#FCFCFC,TRUE,247
1969,Green,#237841,FALSE,22
1969,[No Color],#05131D,FALSE,6
1969,Milky White,#FFFFFF,FALSE,2
1969,Trans-Green,#84B68D,TRUE,2
1969,Trans-Red,#C91A09,TRUE,2
1969,Trans-Yellow,#F5CD2F,TRUE,2
1969,Royal Blue,#4C61DB,FALSE,1
1970,Red,#C91A09,FALSE,815
1970,White,#FFFFFF,FALSE,518
1970,Black,#05131D,FALSE,337
1970,Yellow,#F2CD37,FALSE,312
1970,Blue,#0055BF,FALSE,129
1970,Green,#237841,FALSE,124
1970,Light Gray,#9BA19D,FALSE,122
1970,Trans-Clear,#FCFCFC,TRUE,75
1970,Milky White,#FFFFFF,FALSE,21
1970,Metallic Silver,#A5A9B4,FALSE,6
1970,[No Color],#05131D,FALSE,1
1971,Red,#C91A09,FALSE,860
1971,White,#FFFFFF,FALSE,629
1971,Black,#05131D,FALSE,576
1971,Yellow,#F2CD37,FALSE,338
1971,Blue,#0055BF,FALSE,324
1971,Trans-Clear,#FCFCFC,TRUE,108
1971,Green,#237841,FALSE,95
1971,Light Gray,#9BA19D,FALSE,80
1972,Red,#C91A09,FALSE,1053
1972,Blue,#0055BF,FALSE,722
1972,White,#FFFFFF,FALSE,649
1972,Black,#05131D,FALSE,645
1972,Yellow,#F2CD37,FALSE,586
1972,Light Gray,#9BA19D,FALSE,142
1972,Trans-Clear,#FCFCFC,TRUE,75
1972,Milky White,#FFFFFF,FALSE,18
1972,Green,#237841,FALSE,13
1972,[No Color],#05131D,FALSE,2
1972,Royal Blue,#4C61DB,FALSE,2
1973,Red,#C91A09,FALSE,2134
1973,White,#FFFFFF,FALSE,1646
1973,Blue,#0055BF,FALSE,1040
1973,Black,#05131D,FALSE,980
1973,Yellow,#F2CD37,FALSE,830
1973,Trans-Clear,#FCFCFC,TRUE,214
1973,Light Gray,#9BA19D,FALSE,128
1973,Green,#237841,FALSE,54
1973,Milky White,#FFFFFF,FALSE,2
1973,[No Color],#05131D,FALSE,1
1974,Red,#C91A09,FALSE,1169
1974,White,#FFFFFF,FALSE,849
1974,Black,#05131D,FALSE,839
1974,Yellow,#F2CD37,FALSE,701
1974,Blue,#0055BF,FALSE,551
1974,Light Gray,#9BA19D,FALSE,209
1974,Trans-Clear,#FCFCFC,TRUE,183
1974,Milky White,#FFFFFF,FALSE,29
1974,Green,#237841,FALSE,13
1974,Metallic Silver,#A5A9B4,FALSE,12
1974,Brown,#583927,FALSE,8
1974,Maersk Blue,#3592C3,FALSE,7
1974,[No Color],#05131D,FALSE,3
1975,Red,#C91A09,FALSE,1307
1975,Black,#05131D,FALSE,1164
1975,Blue,#0055BF,FALSE,928
1975,Yellow,#F2CD37,FALSE,684
1975,White,#FFFFFF,FALSE,459
1975,Trans-Clear,#FCFCFC,TRUE,119
1975,Light Gray,#9BA19D,FALSE,118
1975,Green,#237841,FALSE,17
1975,Milky White,#FFFFFF,FALSE,10
1975,Brown,#583927,FALSE,5
1975,Royal Blue,#4C61DB,FALSE,2
1976,Black,#05131D,FALSE,2567
1976,Red,#C91A09,FALSE,2286
1976,White,#FFFFFF,FALSE,1704
1976,Blue,#0055BF,FALSE,1676
1976,Yellow,#F2CD37,FALSE,1535
1976,Light Gray,#9BA19D,FALSE,288
1976,Trans-Clear,#FCFCFC,TRUE,253
1976,Green,#237841,FALSE,47
1976,Milky White,#FFFFFF,FALSE,34
1976,Brown,#583927,FALSE,14
1976,[No Color],#05131D,FALSE,3
1976,Trans-Red,#C91A09,TRUE,2
1976,Royal Blue,#4C61DB,FALSE,1
1977,Red,#C91A09,FALSE,1762
1977,Black,#05131D,FALSE,1685
1977,Yellow,#F2CD37,FALSE,1537
1977,Blue,#0055BF,FALSE,1259
1977,White,#FFFFFF,FALSE,1037
1977,Light Gray,#9BA19D,FALSE,707
1977,Trans-Clear,#FCFCFC,TRUE,405
1977,Green,#237841,FALSE,29
1977,Milky White,#FFFFFF,FALSE,10
1977,[No Color],#05131D,FALSE,9
1977,Brown,#583927,FALSE,6
1977,Chrome Silver,#E0E0E0,FALSE,2
1978,Red,#C91A09,FALSE,2409
1978,Black,#05131D,FALSE,2224
1978,Yellow,#F2CD37,FALSE,2105
1978,White,#FFFFFF,FALSE,1477
1978,Light Gray,#9BA19D,FALSE,1292
1978,Blue,#0055BF,FALSE,837
1978,Trans-Clear,#FCFCFC,TRUE,214
1978,Green,#237841,FALSE,92
1978,Brown,#583927,FALSE,38
1978,Trans-Dark Blue,#0020A0,TRUE,19
1978,[No Color],#05131D,FALSE,15
1978,Trans-Green,#84B68D,TRUE,11
1978,Trans-Red,#C91A09,TRUE,11
1978,Dark Gray,#6D6E5C,FALSE,8
1978,Milky White,#FFFFFF,FALSE,5
1978,Trans-Yellow,#F5CD2F,TRUE,4
1979,Light Gray,#9BA19D,FALSE,1803
1979,Yellow,#F2CD37,FALSE,1560
1979,Blue,#0055BF,FALSE,1364
1979,Black,#05131D,FALSE,1290
1979,Red,#C91A09,FALSE,1121
1979,White,#FFFFFF,FALSE,1090
1979,Trans-Yellow,#F5CD2F,TRUE,101
1979,Trans-Red,#C91A09,TRUE,84
1979,Trans-Clear,#FCFCFC,TRUE,82
1979,Green,#237841,FALSE,54
1979,Trans-Green,#84B68D,TRUE,36
1979,[No Color],#05131D,FALSE,30
1979,Trans-Dark Blue,#0020A0,TRUE,24
1979,Brown,#583927,FALSE,20
1979,Dark Gray,#6D6E5C,FALSE,8
1979,Unknown,#0033B2,FALSE,2
1980,Black,#05131D,FALSE,2843
1980,Light Gray,#9BA19D,FALSE,2090
1980,Red,#C91A09,FALSE,1943
1980,Yellow,#F2CD37,FALSE,1336
1980,Blue,#0055BF,FALSE,1325
1980,White,#FFFFFF,FALSE,825
1980,Dark Gray,#6D6E5C,FALSE,251
1980,Trans-Clear,#FCFCFC,TRUE,174
1980,Maersk Blue,#3592C3,FALSE,116
1980,Trans-Yellow,#F5CD2F,TRUE,84
1980,Trans-Red,#C91A09,TRUE,71
1980,Green,#237841,FALSE,49
1980,Trans-Green,#84B68D,TRUE,20
1980,Trans-Dark Blue,#0020A0,TRUE,18
1980,[No Color],#05131D,FALSE,16
1980,Brown,#583927,FALSE,14
1980,Royal Blue,#4C61DB,FALSE,1
1981,Black,#05131D,FALSE,1413
1981,Red,#C91A09,FALSE,1390
1981,Yellow,#F2CD37,FALSE,1301
1981,Light Gray,#9BA19D,FALSE,1213
1981,White,#FFFFFF,FALSE,918
1981,Blue,#0055BF,FALSE,615
1981,Trans-Clear,#FCFCFC,TRUE,143
1981,Green,#237841,FALSE,114
1981,Trans-Red,#C91A09,TRUE,70
1981,Dark Gray,#6D6E5C,FALSE,43
1981,Trans-Yellow,#F5CD2F,TRUE,43
1981,Trans-Dark Blue,#0020A0,TRUE,31
1981,Trans-Green,#84B68D,TRUE,20
1981,[No Color],#05131D,FALSE,16
1981,Brown,#583927,FALSE,10
1981,Milky White,#FFFFFF,FALSE,2
1981,Royal Blue,#4C61DB,FALSE,1
1982,Black,#05131D,FALSE,1051
1982,Red,#C91A09,FALSE,1037
1982,Yellow,#F2CD37,FALSE,956
1982,White,#FFFFFF,FALSE,779
1982,Light Gray,#9BA19D,FALSE,753
1982,Blue,#0055BF,FALSE,586
1982,Trans-Clear,#FCFCFC,TRUE,54
1982,Green,#237841,FALSE,53
1982,Trans-Yellow,#F5CD2F,TRUE,39
1982,Trans-Red,#C91A09,TRUE,37
1982,Brown,#583927,FALSE,18
1982,[No Color],#05131D,FALSE,17
1982,Earth Orange,#FA9C1C,FALSE,12
1982,Dark Gray,#6D6E5C,FALSE,11
1982,Tan,#E4CD9E,FALSE,9
1982,Trans-Green,#84B68D,TRUE,9
1982,Fabuland Brown,#B67B50,FALSE,8
1982,Unknown,#0033B2,FALSE,6
1982,Trans-Dark Blue,#0020A0,TRUE,4
1982,Lime,#BBE90B,FALSE,2
1982,Milky White,#FFFFFF,FALSE,1
1983,Black,#05131D,FALSE,1647
1983,White,#FFFFFF,FALSE,1147
1983,Light Gray,#9BA19D,FALSE,1027
1983,Red,#C91A09,FALSE,998
1983,Yellow,#F2CD37,FALSE,681
1983,Blue,#0055BF,FALSE,662
1983,Trans-Clear,#FCFCFC,TRUE,123
1983,Trans-Red,#C91A09,TRUE,90
1983,Dark Gray,#6D6E5C,FALSE,76
1983,Green,#237841,FALSE,50
1983,Trans-Yellow,#F5CD2F,TRUE,35
1983,[No Color],#05131D,FALSE,30
1983,Trans-Dark Blue,#0020A0,TRUE,26
1983,Trans-Green,#84B68D,TRUE,20
1983,Brown,#583927,FALSE,12
1983,Earth Orange,#FA9C1C,FALSE,2
1983,Fabuland Brown,#B67B50,FALSE,2
1983,Unknown,#0033B2,FALSE,1
1984,Black,#05131D,FALSE,1899
1984,Light Gray,#9BA19D,FALSE,1492
1984,Blue,#0055BF,FALSE,1058
1984,Yellow,#F2CD37,FALSE,929
1984,Red,#C91A09,FALSE,760
1984,White,#FFFFFF,FALSE,595
1984,Trans-Red,#C91A09,TRUE,113
1984,Trans-Clear,#FCFCFC,TRUE,90
1984,Trans-Yellow,#F5CD2F,TRUE,86
1984,Brown,#583927,FALSE,68
1984,Green,#237841,FALSE,62
1984,Dark Gray,#6D6E5C,FALSE,57
1984,Trans-Green,#84B68D,TRUE,19
1984,[No Color],#05131D,FALSE,18
1984,Trans-Dark Blue,#0020A0,TRUE,8
1984,Fabuland Brown,#B67B50,FALSE,4
1984,Earth Orange,#FA9C1C,FALSE,1
1985,Black,#05131D,FALSE,3802
1985,Red,#C91A09,FALSE,3589
1985,Light Gray,#9BA19D,FALSE,2373
1985,Blue,#0055BF,FALSE,2122
1985,Yellow,#F2CD37,FALSE,1925
1985,White,#FFFFFF,FALSE,1764
1985,Trans-Clear,#FCFCFC,TRUE,377
1985,Green,#237841,FALSE,210
1985,Trans-Red,#C91A09,TRUE,189
1985,Dark Gray,#6D6E5C,FALSE,178
1985,Maersk Blue,#3592C3,FALSE,111
1985,Trans-Yellow,#F5CD2F,TRUE,101
1985,[No Color],#05131D,FALSE,89
1985,Brown,#583927,FALSE,60
1985,Trans-Light Blue,#AEEFEC,TRUE,39
1985,Trans-Green,#84B68D,TRUE,34
1985,Trans-Dark Blue,#0020A0,TRUE,32
1985,Fabuland Brown,#B67B50,FALSE,7
1985,Earth Orange,#FA9C1C,FALSE,3
1985,Milky White,#FFFFFF,FALSE,3
1985,Lime,#BBE90B,FALSE,1
1985,Royal Blue,#4C61DB,FALSE,1
1985,Unknown,#0033B2,FALSE,1
1986,Black,#05131D,FALSE,3265
1986,Light Gray,#9BA19D,FALSE,2861
1986,White,#FFFFFF,FALSE,2420
1986,Red,#C91A09,FALSE,1826
1986,Yellow,#F2CD37,FALSE,1507
1986,Blue,#0055BF,FALSE,1381
1986,Trans-Red,#C91A09,TRUE,230
1986,Trans-Yellow,#F5CD2F,TRUE,150
1986,Green,#237841,FALSE,136
1986,Trans-Clear,#FCFCFC,TRUE,128
1986,Brown,#583927,FALSE,46
1986,Trans-Green,#84B68D,TRUE,44
1986,[No Color],#05131D,FALSE,28
1986,Dark Gray,#6D6E5C,FALSE,27
1986,Trans-Dark Blue,#0020A0,TRUE,26
1986,Trans-Light Blue,#AEEFEC,TRUE,17
1986,Fabuland Brown,#B67B50,FALSE,2
1986,Unknown,#0033B2,FALSE,2
1986,Earth Orange,#FA9C1C,FALSE,1
1987,Black,#05131D,FALSE,3604
1987,White,#FFFFFF,FALSE,2719
1987,Red,#C91A09,FALSE,2425
1987,Yellow,#F2CD37,FALSE,1758
1987,Light Gray,#9BA19D,FALSE,1697
1987,Blue,#0055BF,FALSE,1520
1987,Trans-Red,#C91A09,TRUE,212
1987,Trans-Clear,#FCFCFC,TRUE,189
1987,Green,#237841,FALSE,177
1987,Trans-Yellow,#F5CD2F,TRUE,87
1987,Brown,#583927,FALSE,73
1987,Trans-Dark Blue,#0020A0,TRUE,63
1987,[No Color],#05131D,FALSE,37
1987,Trans-Light Blue,#AEEFEC,TRUE,36
1987,Trans-Green,#84B68D,TRUE,35
1987,Dark Gray,#6D6E5C,FALSE,29
1987,Fabuland Brown,#B67B50,FALSE,15
1987,Earth Orange,#FA9C1C,FALSE,3
1987,Unknown,#0033B2,FALSE,2
1987,Milky White,#FFFFFF,FALSE,1
1988,Black,#05131D,FALSE,3154
1988,White,#FFFFFF,FALSE,1899
1988,Light Gray,#9BA19D,FALSE,1288
1988,Yellow,#F2CD37,FALSE,1248
1988,Red,#C91A09,FALSE,987
1988,Blue,#0055BF,FALSE,483
1988,Trans-Red,#C91A09,TRUE,239
1988,Green,#237841,FALSE,93
1988,Trans-Clear,#FCFCFC,TRUE,88
1988,Trans-Dark Blue,#0020A0,TRUE,88
1988,Trans-Yellow,#F5CD2F,TRUE,77
1988,Brown,#583927,FALSE,72
1988,Dark Gray,#6D6E5C,FALSE,41
1988,Trans-Light Blue,#AEEFEC,TRUE,35
1988,[No Color],#05131D,FALSE,33
1988,Trans-Green,#84B68D,TRUE,20
1988,Medium Blue,#5A93DB,FALSE,9
1988,Trans-Neon Green,#F8F184,TRUE,4
1988,Fabuland Brown,#B67B50,FALSE,3
1988,Unknown,#0033B2,FALSE,1
1989,Black,#05131D,FALSE,3273
1989,White,#FFFFFF,FALSE,1771
1989,Yellow,#F2CD37,FALSE,1550
1989,Light Gray,#9BA19D,FALSE,1471
1989,Red,#C91A09,FALSE,1345
1989,Blue,#0055BF,FALSE,1183
1989,Brown,#583927,FALSE,254
1989,Trans-Red,#C91A09,TRUE,228
1989,Green,#237841,FALSE,142
1989,Trans-Clear,#FCFCFC,TRUE,117
1989,Trans-Yellow,#F5CD2F,TRUE,104
1989,Dark Gray,#6D6E5C,FALSE,100
1989,Chrome Gold,#BBA53D,FALSE,64
1989,Trans-Light Blue,#AEEFEC,TRUE,57
1989,Trans-Dark Blue,#0020A0,TRUE,41
1989,Trans-Green,#84B68D,TRUE,15
1989,[No Color],#05131D,FALSE,13
1989,Milky White,#FFFFFF,FALSE,2
1989,Royal Blue,#4C61DB,FALSE,2
1989,Unknown,#0033B2,FALSE,1
1990,Black,#05131D,FALSE,4006
1990,Red,#C91A09,FALSE,3461
1990,White,#FFFFFF,FALSE,2801
1990,Light Gray,#9BA19D,FALSE,2575
1990,Yellow,#F2CD37,FALSE,1719
1990,Blue,#0055BF,FALSE,1535
1990,Green,#237841,FALSE,211
1990,Trans-Clear,#FCFCFC,TRUE,172
1990,Trans-Light Blue,#AEEFEC,TRUE,145
1990,Trans-Red,#C91A09,TRUE,138
1990,Trans-Yellow,#F5CD2F,TRUE,130
1990,Brown,#583927,FALSE,100
1990,Trans-Neon Green,#F8F184,TRUE,100
1990,Dark Gray,#6D6E5C,FALSE,75
1990,Trans-Dark Blue,#0020A0,TRUE,54
1990,Trans-Green,#84B68D,TRUE,23
1990,[No Color],#05131D,FALSE,18
1990,Chrome Gold,#BBA53D,FALSE,8
1990,Royal Blue,#4C61DB,FALSE,4
1990,Glow In Dark Opaque,#D4D5C9,FALSE,2
1991,Black,#05131D,FALSE,4185
1991,Red,#C91A09,FALSE,3199
1991,White,#FFFFFF,FALSE,3143
1991,Light Gray,#9BA19D,FALSE,2432
1991,Yellow,#F2CD37,FALSE,2326
1991,Blue,#0055BF,FALSE,949
1991,Trans-Clear,#FCFCFC,TRUE,303
1991,Trans-Yellow,#F5CD2F,TRUE,172
1991,Trans-Light Blue,#AEEFEC,TRUE,170
1991,Dark Gray,#6D6E5C,FALSE,167
1991,Trans-Neon Green,#F8F184,TRUE,155
1991,Trans-Red,#C91A09,TRUE,148
1991,Brown,#583927,FALSE,126
1991,Green,#237841,FALSE,94
1991,Trans-Dark Blue,#0020A0,TRUE,70
1991,Trans-Green,#84B68D,TRUE,33
1991,[No Color],#05131D,FALSE,21
1991,Chrome Gold,#BBA53D,FALSE,12
1991,Pink,#FC97AC,FALSE,3
1991,Medium Blue,#5A93DB,FALSE,2
1991,Royal Blue,#4C61DB,FALSE,2
1992,Black,#05131D,FALSE,3938
1992,Light Gray,#9BA19D,FALSE,2893
1992,White,#FFFFFF,FALSE,2161
1992,Red,#C91A09,FALSE,1601
1992,Yellow,#F2CD37,FALSE,1263
1992,Blue,#0055BF,FALSE,727
1992,Brown,#583927,FALSE,226
1992,Green,#237841,FALSE,166
1992,Dark Gray,#6D6E5C,FALSE,145
1992,Trans-Yellow,#F5CD2F,TRUE,135
1992,Trans-Clear,#FCFCFC,TRUE,96
1992,Pink,#FC97AC,FALSE,94
1992,Trans-Dark Blue,#0020A0,TRUE,86
1992,Trans-Red,#C91A09,TRUE,77
1992,Trans-Light Blue,#AEEFEC,TRUE,56
1992,Trans-Green,#84B68D,TRUE,51
1992,Chrome Gold,#BBA53D,FALSE,36
1992,[No Color],#05131D,FALSE,18
1992,Milky White,#FFFFFF,FALSE,16
1992,Trans-Neon Green,#F8F184,TRUE,11
1992,Medium Blue,#5A93DB,FALSE,9
1992,Tan,#E4CD9E,FALSE,6
1992,Light Green,#C2DAB8,FALSE,5
1992,Glow In Dark Opaque,#D4D5C9,FALSE,3
1993,Black,#05131D,FALSE,4568
1993,White,#FFFFFF,FALSE,2799
1993,Light Gray,#9BA19D,FALSE,2693
1993,Red,#C91A09,FALSE,1994
1993,Yellow,#F2CD37,FALSE,1450
1993,Blue,#0055BF,FALSE,1188
1993,Brown,#583927,FALSE,258
1993,Green,#237841,FALSE,238
1993,Trans-Clear,#FCFCFC,TRUE,180
1993,Trans-Neon Orange,#FF800D,TRUE,173
1993,Dark Gray,#6D6E5C,FALSE,154
1993,Trans-Yellow,#F5CD2F,TRUE,141
1993,Trans-Red,#C91A09,TRUE,140
1993,Trans-Light Blue,#AEEFEC,TRUE,100
1993,Bright Green,#4B9F4A,FALSE,98
1993,Pink,#FC97AC,FALSE,70
1993,Trans-Green,#84B68D,TRUE,55
1993,Chrome Gold,#BBA53D,FALSE,49
1993,Trans-Dark Blue,#0020A0,TRUE,47
1993,Orange,#FE8A18,FALSE,41
1993,Lime,#BBE90B,FALSE,40
1993,Medium Blue,#5A93DB,FALSE,40
1993,Medium Dark Pink,#F785B1,FALSE,20
1993,[No Color],#05131D,FALSE,19
1993,Light Green,#C2DAB8,FALSE,10
1993,Glow In Dark Opaque,#D4D5C9,FALSE,6
1993,Bright Light Blue,#9FC3E9,FALSE,2
1993,Chrome Silver,#E0E0E0,FALSE,1
1993,Reddish Brown,#582A12,FALSE,1
1994,Black,#05131D,FALSE,5333
1994,Light Gray,#9BA19D,FALSE,3460
1994,Red,#C91A09,FALSE,2555
1994,White,#FFFFFF,FALSE,2326
1994,Yellow,#F2CD37,FALSE,1500
1994,Blue,#0055BF,FALSE,934
1994,Green,#237841,FALSE,248
1994,Dark Gray,#6D6E5C,FALSE,191
1994,Brown,#583927,FALSE,187
1994,Trans-Light Blue,#AEEFEC,TRUE,139
1994,Trans-Dark Blue,#0020A0,TRUE,132
1994,Trans-Yellow,#F5CD2F,TRUE,125
1994,Trans-Red,#C91A09,TRUE,121
1994,Trans-Clear,#FCFCFC,TRUE,110
1994,Dark Pink,#C870A0,FALSE,97
1994,Pink,#FC97AC,FALSE,76
1994,Trans-Neon Green,#F8F184,TRUE,66
1994,[No Color],#05131D,FALSE,49
1994,Chrome Gold,#BBA53D,FALSE,36
1994,Light Violet,#C9CAE2,FALSE,30
1994,Trans-Green,#84B68D,TRUE,26
1994,Trans-Neon Orange,#FF800D,TRUE,25
1994,Chrome Silver,#E0E0E0,FALSE,21
1994,Light Yellow,#FBE696,FALSE,21
1994,Medium Green,#73DCA1,FALSE,20
1994,Light Green,#C2DAB8,FALSE,10
1994,Unknown,#0033B2,FALSE,6
1994,Glow In Dark Opaque,#D4D5C9,FALSE,2
1994,Light Pink,#FECCCF,FALSE,1
1995,Black,#05131D,FALSE,5735
1995,Light Gray,#9BA19D,FALSE,4275
1995,White,#FFFFFF,FALSE,3130
1995,Red,#C91A09,FALSE,2982
1995,Yellow,#F2CD37,FALSE,2896
1995,Blue,#0055BF,FALSE,2397
1995,Green,#237841,FALSE,270
1995,Dark Gray,#6D6E5C,FALSE,264
1995,Brown,#583927,FALSE,190
1995,Trans-Yellow,#F5CD2F,TRUE,142
1995,Trans-Red,#C91A09,TRUE,132
1995,Trans-Dark Blue,#0020A0,TRUE,118
1995,Trans-Neon Green,#F8F184,TRUE,97
1995,Pink,#FC97AC,FALSE,92
1995,Trans-Neon Orange,#FF800D,TRUE,78
1995,Trans-Clear,#FCFCFC,TRUE,70
1995,Chrome Silver,#E0E0E0,FALSE,61
1995,Trans-Light Blue,#AEEFEC,TRUE,51
1995,Dark Pink,#C870A0,FALSE,46
1995,Chrome Gold,#BBA53D,FALSE,32
1995,[No Color],#05131D,FALSE,27
1995,Trans-Green,#84B68D,TRUE,23
1995,Maersk Blue,#3592C3,FALSE,20
1995,Light Violet,#C9CAE2,FALSE,14
1995,Medium Green,#73DCA1,FALSE,7
1995,Glow In Dark Opaque,#D4D5C9,FALSE,4
1995,Royal Blue,#4C61DB,FALSE,3
1995,Light Blue,#B4D2E3,FALSE,2
1995,Light Green,#C2DAB8,FALSE,2
1995,Light Pink,#FECCCF,FALSE,2
1995,Medium Blue,#5A93DB,FALSE,2
1995,Light Yellow,#FBE696,FALSE,1
1995,Unknown,#0033B2,FALSE,1
1996,Black,#05131D,FALSE,8022
1996,White,#FFFFFF,FALSE,5224
1996,Light Gray,#9BA19D,FALSE,4189
1996,Red,#C91A09,FALSE,3211
