pdes,diameter
"2009 SW17",
"2009 SX17",
"2009 SG18",
"2009 SJ18",
"2009 ST19",
"2009 SV19",
"2009 SW19",
"2009 SM98",
"2009 SN98",
"2009 SO98",
"2009 SZ99",
"2009 SA100",
"2009 SB100",
"2009 SC100",
"2009 SN103",
"2009 SQ103",
"2009 SR103",
"2009 SS103",
"2009 SK104",
"2009 SL104",
"2009 SM104",
"2009 SN104",
"2009 SO104",
"2009 SP104",
"2009 SR104",
"2009 SS104",
"2009 ST104",
"2009 SU104",
"2009 SB170",
"2009 SC170",
"2009 SQ171",
"2009 SR171",
"2009 SS171",
"2009 ST171",
"2009 SU171",
"2009 SV171",
"2009 SW171",
"2009 SQ172",
"2009 SS172",
"2009 TB",
"2009 TJ",
"2009 TP",
"2009 TQ",
"2009 TS",
"2009 TT",
"2009 TU",
"2009 TA1",
"2009 TJ4",
"2009 TL4",
"2009 TV4",
"2009 TS7",
"2009 TC8",
"2009 TD8",
"2009 TF8",
"2009 TH8",
"2009 TK8",
"2009 TL8",
"2009 TM8",
"2009 TN8",
"2009 TO8",
"2009 TP8",
"2009 TQ8",
"2009 TE10",
"2009 TF10",
"2009 TM10",
"2009 TK12",
"2009 TD17",
"2009 UA",
"2009 UB",
"2009 UC",
"2009 UD",
"2009 UE",
"2009 UF",
"2009 UG",
"2009 UJ",
"2009 UK",0.280
"2009 UL",
"2009 UM",
"2009 UN",
"2009 UQ",
"2009 UK1",
"2009 UL1",
"2009 UM1",
"2009 UN1",
"2009 UO1",
"2009 UP1",0.615
"2009 UU1",
"2009 UD2",
"2009 UE2",
"2009 UF2",
"2009 UW2",
"2009 UO3",
"2009 UJ5",
"2009 UP5",
"2009 UQ5",
"2009 UR5",
"2009 UJ14",
"2009 UK14",
"2009 UY17",
"2009 UZ17",
"2009 UB19",
"2009 UC19",
"2009 UD19",
"2009 UE19",
"2009 US19",
"2009 UT19",
"2009 UU19",
"2009 UV19",
"2009 UW19",
"2009 UX19",
"2009 UY19",0.105
"2009 UZ19",
"2009 UK20",
"2009 UL20",
"2009 UK28",
"2009 UL28",
"2009 UM28",
"2009 US87",
"2009 UT87",
"2009 UU87",
"2009 UV87",
"2009 UW87",
"2009 UX87",
"2009 UY87",
"2009 UZ87",
"2009 UP148",
"2009 VA",
"2009 VP",
"2009 VQ",
"2009 VR",
"2009 VS",
"2009 VT",
"2009 VW",
"2009 VX",
"2009 VZ",
"2009 VA1",
"2009 VB1",
"2009 VC1",
"2009 VN1",
"2009 VT1",
"2009 VJ24",
"2009 VK24",
"2009 VL24",
"2009 VM24",
"2009 VQ25",
"2009 VR25",
"2009 VS25",
"2009 VY25",
"2009 VZ25",
"2009 VA26",
"2009 VZ39",
"2009 VP44",
"2009 VQ44",
"2009 VR44",
"2009 VS44",
"2009 WA",0.164
"2009 WB",
"2009 WC",
"2009 WD",
"2009 WE",
"2009 WF",
"2009 WJ1",
"2009 WK1",
"2009 WJ6",
"2009 WK6",
"2009 WL6",
"2009 WM6",
"2009 WN6",
"2009 WP6",
"2009 WQ6",
"2009 WX6",
"2009 WD7",
"2009 WG7",
"2009 WV7",
"2009 WW7",
"2009 WX7",
"2009 WY7",
"2009 WZ7",
"2009 WM8",
"2009 WN8",
"2009 WO8",
"2009 WB11",
"2009 WC11",
"2009 WD11",
"2009 WN25",
"2009 WP25",
"2009 WQ25",
"2009 WR25",
"2009 WS25",
"2009 WT25",
"2009 WU25",
"2009 WV25",
"2009 WW25",
"2009 WV51",
"2009 WY51",
"2009 WZ51",
"2009 WA52",
"2009 WB52",
"2009 WD52",
"2009 WQ52",
"2009 WR52",
"2009 WS52",
"2009 WZ53",
"2009 WA54",
"2009 WB54",
"2009 WC54",
"2009 WD54",
"2009 WF54",
"2009 WG104",
"2009 WH104",
"2009 WW104",
"2009 WX104",
"2009 WY104",
"2009 WA105",
"2009 WB105",
"2009 WM105",
"2009 WN105",
"2009 WC106",
"2009 WE106",
"2009 WF106",
"2009 WG106",
"2009 WH106",
"2009 WJ106",
"2009 WK106",
"2009 WN106",
"2009 WP106",
"2009 WQ106",
"2009 WM139",
"2009 WE253",
"2009 XD",0.615
"2009 XV",
"2009 XQ1",
"2009 XR1",
"2009 XV1",
"2009 XA2",
"2009 XB2",
"2009 XO2",
"2009 XP2",
"2009 XQ2",
"2009 XT6",
"2009 XZ6",
"2009 XP7",
"2009 XH8",
"2009 XK8",
"2009 XL8",
"2009 YA",
"2009 YF",
"2009 YP",
"2009 YQ",
"2009 YR",
"2009 YS",
"2009 YT6",
"2009 YU6",
"2009 YV6",
"2010 AF",
"2010 AJ",
"2010 AL",
"2010 AR1",
"2010 AK2",
"2010 AL2",
"2010 AM2",
"2010 AN2",0.123
"2010 AO2",
"2010 AB3",
"2010 AC3",
"2010 AD3",
"2010 AE3",
"2010 AF3",
"2010 AG3",
"2010 AH3",
"2010 AJ3",
"2010 AE30",0.050
"2010 AF30",
"2010 AG30",
"2010 AJ30",0.111
"2010 AL30",
"2010 AE40",
"2010 AF40",
"2010 AG40",0.089
"2010 AL60",
"2010 AM60",
"2010 AN60",
"2010 AO60",
"2010 AN61",
"2010 AB78",1.671
"2010 AG79",0.892
"2010 AW108",
"2010 AG127",
"2010 BC",0.080
"2010 BQ",
"2010 BG2",
"2010 BH2",0.363
"2010 BK2",0.118
"2010 BU2",
"2010 BB3",
"2010 BC3",
"2010 BT3",
"2010 BZ4",
"2010 BG5",
"2010 CA",
"2010 CL",
"2010 CM",1.168
"2010 CN",
"2010 CT",
"2010 CJ1",
"2010 CK1",0.084
"2010 CM1",
"2010 CR5",
"2010 CH18",0.394
"2010 CJ18",
"2010 CL18",
"2010 CB19",
"2010 CC19",0.104
"2010 CE19",
"2010 CH19",
"2010 CK19",
"2010 CM19",
"2010 CN19",
"2010 CO19",
"2010 CP19",
"2010 CQ19",
"2010 CR19",
"2010 CS19",
"2010 CN44",0.340
"2010 CO44",0.034
"2010 CP44",
"2010 CA55",0.352
"2010 CB55",0.198
"2010 CC55",0.242
"2010 CD55",0.083
"2010 CE55",
"2010 CF55",0.176
"2010 CH55",
"2010 CP140",0.556
"2010 CN141",0.254
"2010 CJ171",0.134
"2010 CV180",
"2010 CW180",
"2010 DF",
"2010 DG",
"2010 DH",
"2010 DJ",
"2010 DK",
"2010 DL",0.019
"2010 DN",
"2010 DO",0.149
"2010 DE1",
"2010 DG1",
"2010 DJ1",
"2010 DN1",
"2010 DT1",
"2010 DU1",
"2010 DX1",0.167
"2010 DY1",
"2010 DZ1",
"2010 DE2",
"2010 DM21",0.303
"2010 DB34",
"2010 DK34",0.283
"2010 DH56",0.774
"2010 DF64",1.699
"2010 DG77",0.315
"2010 DH77",0.520
"2010 DJ77",0.277
"2010 EX11",0.040
"2010 ES12",
"2010 EF21",
"2010 EG21",0.090
"2010 EB43",
"2010 EC43",0.051
"2010 ED43",
"2010 EE43",
"2010 EF43",
"2010 EG43",
"2010 EJ43",
"2010 EK43",0.233
"2010 EQ43",
"2010 EF44",
"2010 EK44",
"2010 EN44",0.066
"2010 EZ45",
"2010 EA46",
"2010 EC46",
"2010 EC135",
"2010 EF181",
"2010 FB",
"2010 FC",0.093
"2010 FD",
"2010 FK",0.087
"2010 FM",
"2010 FN",
"2010 FO",
"2010 FP",
"2010 FQ",0.285
"2010 FS",0.023
"2010 FT",0.018
"2010 FU",
"2010 FA6",
"2010 FB6",
"2010 FC6",
"2010 FD6",0.008
"2010 FD7",0.075
"2010 FE7",0.045
"2010 FP9",
"2010 FQ9",
"2010 FR9",0.015
"2010 FS9",
"2010 FT9",
"2010 FU9",
"2010 FV9",
"2010 FW9",0.024
"2010 FX9",0.030
"2010 FY9",
"2010 FA10",
"2010 FB10",
"2010 FF10",0.095
"2010 FL48",
"2010 FX80",0.676
"2010 FY80",0.451
"2010 FZ80",0.867
"2010 FA81",0.097
"2010 FB81",0.319
"2010 FC81",0.402
"2010 FG81",0.105
"2010 FJ81",0.416
"2010 FO92",0.268
"2010 GU5",
"2010 GZ5",0.071
"2010 GA6",
"2010 GB6",0.134
"2010 GC6",
"2010 GD6",
"2010 GT6",0.116
"2010 GU6",0.252
"2010 GA7",0.151
"2010 GF7",
"2010 GG7",
"2010 GH7",0.008
"2010 GS7",0.203
"2010 GT7",0.216
"2010 GU21",0.510
"2010 GJ23",
"2010 GK23",0.277
"2010 GL23",0.092
"2010 GM23",
"2010 GV23",
"2010 GW23",
"2010 GX23",0.060
"2010 GY23",
"2010 GD25",
"2010 GF25",1.127
"2010 GE30",
"2010 GF30",
"2010 GH30",
"2010 GJ30",
"2010 GO33",0.313
"2010 GP33",
"2010 GQ33",
"2010 GR33",
"2010 GZ33",
"2010 GA34",
"2010 GC35",
"2010 GD35",
"2010 GE35",
"2010 GW62",0.285
"2010 GH65",0.493
"2010 GJ65",
"2010 GK65",
"2010 GL65",
"2010 GM65",
"2010 GN67",
"2010 GO67",
"2010 GP67",0.251
"2010 GE69",
"2010 GQ75",0.372
"2010 GR75",0.277
"2010 GV147",2.055
"2010 HA",0.032
"2010 HC",0.128
"2010 HF",
"2010 HG20",
"2010 HP20",
"2010 HS20",
"2010 HV20",0.465
"2010 HW20",
"2010 HE30",
"2010 HD33",0.563
"2010 HW81",0.352
"2010 HV83",
"2010 HY83",
"2010 HY103",
"2010 HZ104",0.140
"2010 HX107",0.064
"2010 JA",
"2010 JE",0.406
"2010 JF",
"2010 JG",0.192
"2010 JJ1",
"2010 JK1",
"2010 JL1",
"2010 JM1",
"2010 JH3",0.039
"2010 JJ3",0.032
"2010 JK33",0.208
"2010 JM33",
"2010 JN33",0.286
"2010 JO33",
"2010 JR34",
"2010 JS34",
"2010 JU34",
"2010 JV34",0.226
"2010 JW34",
"2010 JA35",0.309
"2010 JT39",
"2010 JV39",
"2010 JW39",0.039
"2010 JJ41",
"2010 JK41",
"2010 JL41",0.359
"2010 JM41",
"2010 JA43",0.478
"2010 JN71",0.214
"2010 JO71",0.037
"2010 JL77",
"2010 JG80",
"2010 JH80",
"2010 JF87",0.945
"2010 JG87",0.408
"2010 JH87",0.428
"2010 JE88",
"2010 JH88",
"2010 JL88",
"2010 JH110",
"2010 JM151",0.543
"2010 JV153",
"2010 KC",
"2010 KD",
"2010 KE",
"2010 KH",0.645
"2010 KU7",0.102
"2010 KV7",0.013
"2010 KA8",0.183
"2010 KB8",
"2010 KO10",
"2010 KP10",0.087
"2010 KQ10",
"2010 KR10",
"2010 KU10",
"2010 KJ37",
"2010 KK37",
"2010 KV39",
"2010 KY39",0.685
"2010 KB61",0.417
"2010 KK127",0.501
"2010 LF",
"2010 LF14",
"2010 LH14",0.101
"2010 LQ33",0.872
"2010 LK34",0.108
"2010 LM34",
"2010 LJ61",0.192
"2010 LK61",0.191
"2010 LZ63",0.877
"2010 LA64",
"2010 LB64",0.088
"2010 LC64",
"2010 LD64",
"2010 LG64",0.940
"2010 LE68",
"2010 LJ68",0.193
"2010 LK68",0.236
"2010 LL68",0.153
"2010 LM68",
"2010 LO97",1.629
"2010 LU108",0.825
"2010 LV108",0.234
"2010 LU134",0.317
"2010 MA",
"2010 MB",
"2010 MC",
"2010 MQ",
"2010 MV",
"2010 MG1",0.053
"2010 MH1",
"2010 MJ1",
"2010 MP1",0.104
"2010 MS1",
"2010 MW1",
"2010 MY1",0.043
"2010 MZ1",
"2010 MR11",
"2010 MU111",1.947
"2010 MU112",0.599
"2010 MY112",0.372
"2010 MZ112",0.808
"2010 MA113",0.903
"2010 NA",0.320
"2010 NB",
"2010 NG",
"2010 NH",
"2010 NK",
"2010 NL",
"2010 NM",
"2010 NN",
"2010 NG1",0.229
"2010 NK1",0.219
"2010 NR1",
"2010 NU1",0.286
"2010 NB2",0.210
"2010 OA",
"2010 OB",
"2010 OC",0.344
"2010 OA1",0.663
"2010 OP1",1.188
"2010 OQ1",0.539
"2010 OE22",0.174
"2010 OL100",0.308
"2010 OC101",0.148
"2010 OD101",0.198
"2010 OF101",0.303
"2010 OL101",0.195
"2010 ON101",0.238
"2010 OH126",0.218
"2010 OK126",0.854
"2010 OC127",
"2010 PJ",
"2010 PO2",
"2010 PP2",
"2010 PQ2",
"2010 PH9",
"2010 PJ9",
"2010 PK9",0.143
"2010 PL9",
"2010 PM9",
"2010 PM10",
"2010 PQ10",
"2010 PY22",
"2010 PD57",
"2010 PW58",0.213
"2010 PS65",
"2010 PS66",
"2010 PU66",0.180
"2010 PY75",0.758
"2010 QN1",
"2010 QE2",2.156
"2010 QG2",0.038
"2010 QA5",0.350
"2010 RA",
"2010 RB",
"2010 RC",
"2010 RD",
"2010 RE",
"2010 RF",
"2010 RS3",
"2010 RT3",
"2010 RU3",
"2010 RV3",
"2010 RW3",
"2010 RX3",
"2010 RY3",
"2010 RJ4",
"2010 RV11",
"2010 RW11",
"2010 RY11",
"2010 RZ11",
"2010 RA12",
"2010 RB12",
"2010 RC12",
"2010 RE12",
"2010 RF12",
"2010 RS30",
"2010 RT30",
"2010 RU30",
"2010 RV30",
"2010 RW30",
"2010 RX30",
"2010 RC31",
"2010 RD31",
"2010 RE31",
"2010 RF31",
"2010 RG31",
"2010 RH31",
"2010 RF42",
"2010 RG42",
"2010 RH42",
"2010 RL42",
"2010 RM42",
"2010 RH43",
"2010 RJ43",
"2010 RK43",
"2010 RL43",
"2010 RX45",
"2010 RJ53",0.774
"2010 RK53",
"2010 RJ64",
"2010 RK64",
"2010 RP64",
"2010 RQ64",
"2010 RM80",
"2010 RN80",
"2010 RO80",
"2010 RP80",
"2010 RQ80",
"2010 RR80",
"2010 RS80",
"2010 RT80",
"2010 RM82",
"2010 RN82",
"2010 RA91",
"2010 RM122",
"2010 RB130",
"2010 RC130",
"2010 RD130",
"2010 RK135",
"2010 RG137",
"2010 RA147",
"2010 RH178",
"2010 RR179",
"2010 RS180",
"2010 RF181",
"2010 SB",
"2010 SC",
"2010 SD",
"2010 SE",
"2010 SF",
"2010 SH",
"2010 SJ",
"2010 SP3",
"2010 SR3",
"2010 ST3",
"2010 SW3",
"2010 SX3",
"2010 SY3",
"2010 SZ3",
"2010 SX11",
"2010 SA12",
"2010 SD12",
"2010 SE12",
"2010 SD13",
"2010 SJ13",
"2010 SK13",
"2010 SF15",
"2010 SJ15",
"2010 SK15",
"2010 SL15",
"2010 SU15",
"2010 SV15",
"2010 SR16",
"2010 SS16",
"2010 ST16",
"2010 SA17",
"2010 SC17",
"2010 SC41",
"2010 TD",
"2010 TE",
"2010 TF",
"2010 TK",
"2010 TN3",
"2010 TM4",
"2010 TN4",0.018
"2010 TU5",
"2010 TK6",
"2010 TJ7",
"2010 TK7",0.379
"2010 TG19",
"2010 TJ19",
"2010 TK19",
"2010 TP19",
"2010 TQ19",
"2010 TS19",
"2010 TC47",
"2010 TZ53",
"2010 TB54",
"2010 TC54",
"2010 TD54",
"2010 TF54",
"2010 TG54",
"2010 TH54",
"2010 TJ54",
"2010 TM54",
"2010 TP54",
"2010 TQ54",
"2010 TR54",
"2010 TS54",
"2010 TU54",
"2010 TV54",
"2010 TW54",
"2010 TX54",
"2010 TY54",
"2010 TA55",
"2010 TC55",
"2010 TD55",
"2010 TE55",
"2010 TF55",
"2010 TK55",
"2010 TM55",
"2010 TN55",
"2010 TO55",
"2010 TP55",
"2010 TS55",
"2010 TS149",
"2010 TU149",0.603
"2010 TV149",
"2010 TW149",
"2010 TJ167",
"2010 TK167",
"2010 TL167",
"2010 TM167",
"2010 TN167",
"2010 TX168",
"2010 TA178",
"2010 TE193",
"2010 UB",
"2010 UC",
"2010 UE",
"2010 UG",
"2010 UH",
"2010 UJ",
"2010 UK",
"2010 UM",
"2010 UO",
"2010 UP",
"2010 UX6",
"2010 UY6",0.712
"2010 UZ6",
"2010 UA7",
"2010 UB7",
"2010 UC7",0.043
"2010 UE7",
"2010 UF7",
"2010 UG7",
"2010 UH7",
"2010 UJ7",
"2010 UL7",
"2010 UM7",
"2010 UO7",
"2010 UP7",
"2010 UQ7",
"2010 UR7",
"2010 US7",
"2010 UV7",
"2010 UW7",
"2010 UX7",
"2010 UY7",
"2010 UZ7",
"2010 UB8",1.122
"2010 UD8",
"2010 UE8",
"2010 UK8",
"2010 UL8",
"2010 UE51",
"2010 UX95",
"2010 VB",
"2010 VE",
"2010 VF",
"2010 VG",
"2010 VH",
"2010 VJ",
"2010 VK",
"2010 VL",
"2010 VM",
"2010 VO",
"2010 VP",
"2010 VQ",
"2010 VR",
"2010 VU",
"2010 VX",
"2010 VY",
"2010 VZ",0.380
"2010 VB1",
"2010 VD1",
"2010 VG1",
"2010 VH1",
"2010 VJ1",
"2010 VL1",
"2010 VN1",
"2010 VO1",
"2010 VT11",0.152
"2010 VU11",
"2010 VZ11",
"2010 VA12",
"2010 VO21",
"2010 VP21",
"2010 VQ21",
"2010 VR21",
"2010 VS21",
"2010 VT21",
"2010 VU21",
"2010 VV21",
"2010 VA40",
"2010 VB40",
"2010 VC40",
"2010 VL65",
"2010 VM65",
"2010 VN65",
"2010 VS71",
"2010 VY71",
"2010 VZ71",0.237
"2010 VA72",
"2010 VC72",
"2010 VD72",0.124
"2010 VW75",
"2010 VZ75",
"2010 VA76",
"2010 VH95",
"2010 VN98",
"2010 VO98",
"2010 VP98",
"2010 VQ98",
"2010 VU98",
"2010 VV98",
"2010 VW98",
"2010 VA99",
"2010 VB99",
"2010 VD99",
"2010 VD139",
"2010 VE139",
"2010 VF139",
"2010 VJ139",
"2010 VK139",0.055
"2010 VL139",
"2010 VM139",
"2010 VN139",
"2010 VO139",
"2010 VP139",
"2010 VQ139",
"2010 VR139",
"2010 VW139",
"2010 VX139",
"2010 VY139",
"2010 VZ139",
"2010 VA140",
"2010 VB140",
"2010 VC140",
"2010 VW194",
"2010 VU198",
"2010 WA",
"2010 WB",0.057
"2010 WC",
"2010 WH",
"2010 WS",
"2010 WT",
"2010 WC1",
"2010 WD1",
"2010 WE1",
"2010 WF1",
"2010 WG1",
"2010 WH1",
"2010 WJ1",
"2010 WB3",
"2010 WC3",
"2010 WF3",
"2010 WG3",
"2010 WH3",
"2010 WQ7",
"2010 WR7",
"2010 WT8",
"2010 WU8",
"2010 WV8",
"2010 WW8",
"2010 WZ8",
"2010 WA9",
"2010 WB9",
"2010 WC9",
"2010 WD9",
"2010 WE9",0.608
"2010 XA",
"2010 XB",
"2010 XC",
"2010 XD",
"2010 XE",
"2010 XF",
"2010 XG",
"2010 XH",
"2010 XJ",
"2010 XK",
"2010 XL",
"2010 XM",
"2010 XN",
"2010 XO",
"2010 XP",
"2010 XQ",
"2010 XR",
"2010 XU",
"2010 XV",
"2010 XW",
"2010 XX",
"2010 XY",
"2010 XZ",
"2010 XA1",
"2010 XF3",
"2010 XG3",
"2010 XH3",
"2010 XJ3",
"2010 XO10",
"2010 XR10",
"2010 XS10",
"2010 XT10",
"2010 XU10",
"2010 XA11",
"2010 XB11",
"2010 XD11",
"2010 XE11",
"2010 XF11",
"2010 XG11",
"2010 XH11",
"2010 XJ11",
"2010 XC15",
"2010 XA24",
"2010 XB24",
"2010 XA25",
"2010 XB25",
"2010 XC25",
"2010 XD25",
"2010 XE25",
"2010 XF25",
"2010 XG25",
"2010 XN25",
"2010 XR45",
"2010 XS45",
"2010 XP51",
"2010 XJ52",
"2010 XL56",
"2010 XM56",
"2010 XN56",
"2010 XP56",
"2010 XV58",
"2010 XW58",
"2010 XX58",
"2010 XY58",
"2010 XZ58",
"2010 XA59",
"2010 XF64",
"2010 XG64",
"2010 XA68",
"2010 XM69",
"2010 XN69",
"2010 XO69",
"2010 XP69",0.273
"2010 XQ69",
"2010 XR69",
"2010 XX72",
"2010 XZ72",
"2010 XB73",
"2010 XY82",0.453
"2010 YB",
"2010 YD",0.026
"2010 YH",
"2010 YO",
"2010 YR",
"2010 YS",
"2010 YW",
"2010 YC1",0.227
"2010 YD3",0.755
"2011 AL1",
"2011 AM1",
"2011 AN1",
"2011 AB3",
"2011 AC3",
"2011 AD3",
"2011 AE3",
"2011 AF3",
"2011 AG3",
"2011 AH3",
"2011 AN4",
"2011 AO4",
"2011 AU4",
"2011 AH5",
"2011 AL5",
"2011 AM16",
"2011 AN16",
"2011 AX22",
"2011 AY22",
"2011 AZ22",
"2011 AA23",
"2011 AL24",
"2011 AM24",
"2011 AR26",
"2011 AS26",
"2011 AT26",
"2011 AZ36",
"2011 AA37",
"2011 AB37",
"2011 AF37",
"2011 AJ37",
"2011 AK37",
"2011 AL37",
"2011 AM37",
"2011 AN37",
"2011 AN52",
"2011 AO52",
"2011 AV55",0.063
"2011 BA",
"2011 BB",
"2011 BC",
"2011 BF10",
"2011 BG10",
"2011 BJ10",
"2011 BU10",
"2011 BV10",
"2011 BW10",
"2011 BX10",
"2011 BY10",
"2011 BV11",
"2011 BW11",
"2011 BX11",
"2011 BY11",
"2011 BZ11",
"2011 BA12",
"2011 BV15",
"2011 BX15",
"2011 BW18",
"2011 BY18",
"2011 BZ18",
"2011 BA19",
"2011 BB19",
"2011 BE24",
"2011 BF24",
"2011 BG24",
"2011 BL24",
"2011 BM24",
"2011 BP24",
"2011 BY24",0.195
"2011 BE38",
"2011 BF39",
"2011 BH39",
"2011 BJ39",
"2011 BC40",
"2011 BD40",
"2011 BF40",
"2011 BG40",
"2011 BH40",
"2011 BO40",
"2011 BP40",
"2011 BA45",
"2011 BL45",
"2011 BM45",
"2011 BQ50",
"2011 BF59",
"2011 BG59",
"2011 BH59",
"2011 BM59",
"2011 BN59",0.994
"2011 BO59",
"2011 BT59",
"2011 BU59",
"2011 BV59",
"2011 BW59",
"2011 BX59",
"2011 BY59",
"2011 BZ59",
"2011 BA60",
"2011 CQ1",
"2011 CR1",
"2011 CG2",
"2011 CN2",
"2011 CY3",
"2011 CZ3",
"2011 CA4",
"2011 CR4",
"2011 CT4",
"2011 CU4",
"2011 CV4",
"2011 CY6",
"2011 CZ6",
"2011 CA7",
"2011 CY7",
"2011 CN14",
"2011 CO14",
"2011 CC22",
"2011 CD22",
"2011 CE22",
"2011 CF22",
"2011 CG22",
"2011 CH22",
"2011 CJ22",
"2011 CK22",
"2011 CL22",
"2011 CG33",
"2011 CH33",
"2011 CJ33",
"2011 CL33",
"2011 CU46",
"2011 CV46",
"2011 CW46",
"2011 CX46",
"2011 CY46",
"2011 CB50",
"2011 CD50",
"2011 CE50",
"2011 CF50",
"2011 CG50",
"2011 CH50",
"2011 CK50",
"2011 CL50",
"2011 CM50",
"2011 CD66",
"2011 CE66",
"2011 CF66",
"2011 CG66",
"2011 CH71",
"2011 CY71",
"2011 DO",
"2011 DP",
"2011 DQ",
"2011 DR",
"2011 DS",
"2011 DV",
"2011 DW",
"2011 DW4",
"2011 DX4",
"2011 DY4",
"2011 DD5",
"2011 DE5",
"2011 DS9",
"2011 DT9",
"2011 DU9",
"2011 DV10",
"2011 EB",
"2011 EC",
"2011 EH",
"2011 EJ",
"2011 EK",
"2011 ES4",
"2011 ET4",
"2011 EV4",
"2011 EW4",
"2011 EX4",
"2011 EB7",
"2011 EC7",
"2011 EL11",
"2011 EM11",
"2011 EN11",
"2011 EO11",
"2011 EY11",
"2011 EB12",
"2011 EC12",
"2011 ED12",
"2011 EW16",
"2011 EE17",
"2011 EF17",
"2011 EG17",
"2011 EH17",
"2011 EL17",
"2011 ET20",
"2011 EU20",
"2011 ET29",
"2011 EV29",
"2011 EW29",
"2011 EX29",
"2011 EK40",
"2011 EL40",
"2011 EM40",
"2011 EN40",
"2011 EO40",
"2011 EP40",
"2011 EZ40",
"2011 EC41",
"2011 ED41",
"2011 EE41",
"2011 EJ47",
"2011 EK47",
"2011 EL47",
"2011 EE51",
"2011 EL51",
"2011 EN51",
"2011 EO51",
"2011 EP51",
"2011 EU73",
"2011 EV73",
"2011 EW73",
"2011 EB74",
"2011 ER74",
"2011 ES74",
"2011 ET74",
"2011 EW74",
"2011 ED78",
"2011 FG",
"2011 FK1",
"2011 FQ2",
"2011 FR2",
"2011 FS2",
"2011 FT2",
"2011 FY2",
"2011 FZ2",
"2011 FQ6",
"2011 FR6",
"2011 FS6",
"2011 FV6",
"2011 FS9",
"2011 FT9",
"2011 FU9",
"2011 FV9",
"2011 FQ16",
"2011 FQ17",
"2011 FR17",
"2011 FQ21",
"2011 FR21",
"2011 FY22",
"2011 FZ22",
"2011 FA23",
"2011 FB29",
"2011 FP29",
"2011 FQ29",
"2011 FR29",
"2011 FS29",
"2011 FT29",
"2011 FE41",
"2011 FF41",
"2011 FG41",
"2011 FT53",
"2011 GA",
"2011 GB",
"2011 GC",
"2011 GD",
"2011 GE",
"2011 GF",
"2011 GD2",
"2011 GE2",
"2011 GZ2",
"2011 GA3",
"2011 GB3",
"2011 GC3",
"2011 GE3",
"2011 GF3",
"2011 GG3",
"2011 GH3",
"2011 GJ3",
"2011 GV9",
"2011 GW9",
"2011 GO27",
"2011 GP28",
"2011 GR36",
"2011 GH44",
"2011 GJ44",
"2011 GK44",
"2011 GL44",
"2011 GM44",
"2011 GP44",
"2011 GZ54",
"2011 GB55",
"2011 GC55",
"2011 GP59",
"2011 GQ59",
"2011 GR59",
"2011 GD60",
"2011 GG60",
"2011 GL60",
"2011 GS60",
"2011 GC62",
"2011 GD62",
"2011 GE62",
"2011 GH62",
"2011 GM62",
"2011 GO65",
"2011 GP65",
"2011 GQ65",
"2011 GV65",
"2011 GW65",
"2011 GX65",
"2011 GD68",
"2011 HG",
"2011 HH",
"2011 HJ",
"2011 HO",
"2011 HP",
"2011 HQ",
"2011 HS",
"2011 HT",
"2011 HH1",
"2011 HO4",
"2011 HP4",
"2011 HQ4",
"2011 HR4",
"2011 HN5",
"2011 HO5",
"2011 HJ7",
"2011 HL7",
"2011 HC24",
"2011 HD24",
"2011 HE24",
"2011 HN24",
"2011 HO24",
"2011 HP24",
"2011 HC36",
"2011 HO53",
"2011 HR60",
"2011 HS60",
"2011 HD63",
"2011 JA",
"2011 JL",
"2011 JD1",
"2011 JE1",
"2011 JX1",
"2011 JY1",
"2011 JM5",
"2011 JN5",
"2011 JA8",
"2011 JB10",
"2011 JU10",
"2011 JV10",
"2011 JW10",
"2011 JZ10",
"2011 JR13",
"2011 JP29",
"2011 KB",
"2011 KE",
"2011 KE3",
"2011 KF4",
"2011 KG4",
"2011 KH4",
"2011 KF9",
"2011 KK9",
"2011 KN9",
"2011 KL12",
"2011 KG13",
"2011 KC15",
"2011 KE15",
"2011 KJ15",
"2011 KK15",
"2011 KT15",
"2011 KU15",
"2011 KV15",
"2011 KX15",
"2011 KY15",
"2011 KP16",
"2011 KN17",
"2011 KO17",
"2011 KP17",
"2011 KQ19",
"2011 KW19",
"2011 KG20",
"2011 KJ20",
"2011 KF36",
"2011 LH",
"2011 LD1",
"2011 LJ1",
"2011 LY2",
"2011 LZ2",
"2011 LV10",
"2011 LS17",
"2011 LA19",
"2011 LB19",
"2011 LC19",
"2011 LD19",
"2011 LJ19",
"2011 LK19",
"2011 LJ20",
"2011 LY20",
"2011 LH21",
"2011 MC",
"2011 MD",
"2011 ME",
"2011 MF",
"2011 MJ",
"2011 MK",
"2011 ML",
"2011 MU",
"2011 MV",
"2011 MX",
"2011 MV1",
"2011 MW1",
"2011 MD2",
"2011 MW2",
"2011 MX2",
"2011 MY2",
"2011 MZ2",
"2011 MQ3",
"2011 MN4",
"2011 MO4",
"2011 ME5",
"2011 ND",
"2011 NV",
"2011 NY",
"2011 NZ",
"2011 OA",
"2011 OB",
"2011 OE",
"2011 OV4",
"2011 OW4",
"2011 OX4",
"2011 OY4",
"2011 OJ5",
"2011 OK5",
"2011 OM5",
"2011 OQ5",
"2011 OR5",
"2011 OJ10",
"2011 OR15",
"2011 OS15",
"2011 OE16",
"2011 OV17",
"2011 OW17",
"2011 OX17",
"2011 OY17",
"2011 OC18",
"2011 OD18",
"2011 OV18",
